Category	pathway	celltype	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
Type I IFN response	reactome_Interferon alpha/beta signaling	gammadeltaT	0.0107638246717218	0.0952825888193968	0.448916869190402	1.62101640315386	581	40	OASL IFITM1 EGR1 XAF1 IFIT2 IFI6 MX1 IRF7 IRF1 ADAR IRF9 ISG15 IFI35 MX2 OAS2 PTPN1 HLA-C
Type I IFN response	reactome_Interferon alpha/beta signaling	Mono_Classical	0.00140722846354106	0.0354888638068201	0.452360429062288	1.79224668956	59	51	IFI27 IFITM2 PTPN1 IRF9 IFITM3 ADAR IFNAR2 OASL IFI6 IFITM1 IFIT3 HLA-B IP6K2 ISG15 SOCS1 STAT1 HLA-A PTPN11 HLA-G HLA-E MX1 IFIT2 OAS3 RSAD2 GBP2
Type I IFN response	reactome_Interferon alpha/beta signaling	Mono_NonClassical	0.0133105935858229	0.1800527591812	0.416660871753426	1.57592483519102	678	47	IFI27 IFITM3 IFITM1 IRF1 OASL IRF9 HLA-A IFIT3 SOCS3 IFIT2 IFITM2 IFIT1 ADAR IFI6 HLA-C ISG15 STAT1 HLA-B IFNAR1 IFNAR2 OAS3 MX1 IRF8 TYK2 IP6K2
Type I IFN response	reactome_Interferon alpha/beta signaling	NK_CD16hi	2.93866995797702e-5	0.00310851363865162	0.561276471425508	2.30292485012334	0	51	IRF4 IFIT3 IFIT2 ADAR OASL IRF8 ISG20 IP6K2 OAS3 EGR1 IFI6 SOCS1 IRF9 MX1 PTPN1 RSAD2 MX2 ISG15 HLA-G HLA-A IRF1 USP18 IFITM1 PTPN11 IRF7 HLA-B IFI27 HLA-C
Type I IFN response	reactome_Interferon alpha/beta signaling	NK_CD56hiCD16lo	0.00595685455810717	0.0986969039529521	0.443389945154592	1.68494219519373	213	39	SOCS1 SOCS3 IP6K2 OASL ISG20 MX1 IFI6 XAF1 ADAR ISG15 IRF7 IFITM1 IRF8 HLA-B PTPN11 TYK2
Type I IFN response	reactome_Interferon alpha/beta signaling	NK_CD56loCD16lo	9.51248513674197e-5	0.00375445897740785	0.565683439633009	2.09950074717833	3	38	ADAR IFI6 MX1 IFITM1 ISG15 IFI27 MX2 XAF1 HLA-A IRF7 IP6K2 PTPN11 IRF8 ISG20 HLA-B IFI35 OAS2 PTPN1 IFNAR1
Type I IFN response	reactome_Interferon alpha/beta signaling	pDC	9.09690477814923e-5	0.00586093417901449	0.570186732673595	2.07872394280543	3	37	HLA-B IRF4 MX1 HLA-C ISG15 HLA-A IFITM2 IRF1 ISG20 ADAR SOCS3 SOCS1 HLA-F IP6K2 IFITM1 STAT1 IFITM3 MX2 BST2
Type I IFN response	reactome_Interferon alpha/beta signaling	Platelets	0.00998255198649924	0.159795328440604	0.466566627964568	1.68962492401761	348	28	IFITM3 IFI27 IFI6 IFITM2 IFNAR1
Type I IFN response	reactome_Interferon alpha/beta signaling	Treg	2.13098451484586e-4	0.00431285603137053	0.52408404812161	1.99394141900411	8	44	IFITM1 IFI27 IFITM2 MX1 ISG15 ADAR OAS3 ISG20 IFI6 PTPN1 OASL IFI35 SOCS1 IRF7 OAS1 MX2 OAS2 PTPN11 HLA-C PSMB8 XAF1 HLA-B IP6K2 IRF4
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2008)	gated Plasmablast	8.71922209375059e-4	0.0322452686157976	0.642234878604655	1.9525362682306	45	20	MX1 LY6E PARP14 EIF2AK2 LAP3 HERC5 ISG15 BST2 IRF7 SCO2 ZBP1 MT2A
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2008)	gated Treg	2.08450586788402e-5	7.7150610951469e-4	0.723966661564752	2.53694776470288	0	32	EIF2AK2 ZBP1 HERC5 MT2A LAP3 IFI6 LY6E PARP12 ISG15 TRIM22 MX1 IFI44 IFI35 OAS1 OAS1 OASL PARP9 TIMM10 IRF7 XAF1
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2008)	B_Mem	0.00374524714828897	0.038933924799324	0.599305349655197	1.80580839968067	196	19	LY6E HERC5 EIF2AK2 IFIH1 MX1 PARP14 EPSTI1 TRIM22 XAF1 MT2A IRF7 PARP12
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2008)	B_Naive	0.0339641351954384	0.150863949356482	0.387845300212025	1.47350072138691	1232	38	HERC5 IFIH1 IFI44L EIF2AK2 PARP14 EPSTI1 OAS3 LY6E TRIM22 PLSCR1 MX1 IFIT2 FBXO6 XAF1 IFI6 PARP9
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2008)	CD4_Mem	2.77461779639855e-5	0.00249326855097098	0.561113664660899	2.23842317525822	0	46	HERC5 MT2A PLSCR1 IFIT3 IFIT3 IFIT3 IFI27 EIF2AK2 ZBP1 IFI44 IFIT2 LY6E MX1 LAP3 IFI44L OASL ISG15 IFI6 RTP4 TRIM22 EPSTI1 LGALS3BP PARP12 DHX58 OAS3 PARP9 MAFB XAF1 PARP14 OAS1 OAS1 IFIH1 IRF7 FBXO6 HERC6
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2008)	CD4_Naive	2.86213114284897e-5	0.0022901841707607	0.61428899969253	2.42642839593515	0	46	HERC5 TRIM22 IFI44 EIF2AK2 IFI44L PLSCR1 MX1 PARP9 MT2A FBXO6 LAP3 IFI27 ZBP1 IFI6 ISG15 LY6E HERC6 LGALS3BP IFIH1 RSAD2 IFIT3 IFIT3 IFIT3 RTP4 IFIT2 OAS1 OAS1 XAF1 PARP14 DHX58 EPSTI1
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2008)	CD8_Mem	2.63713080168776e-5	0.00206366393748852	0.649895905741068	2.59079068542346	0	47	ZBP1 HERC5 LY6E EIF2AK2 OASL IFI44 MX1 IFIT2 ISG15 IFI6 IFIT3 IFIT3 IFIT3 RSAD2 IFI44L LAP3 IFIH1 LGALS3BP MT2A IFI27 PLSCR1 PARP14 EPSTI1 PARP9 OAS1 OAS1 HERC6 XAF1 OAS3 TRIM22 IRF7
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2008)	CD8_Naive	2.98025580528995e-4	0.00637857527215531	0.525347015368352	1.99090657807037	11	41	LY6E HERC5 MX1 TRIM22 IFI44L PLSCR1 IFI44 LGALS3BP EIF2AK2 ISG15 HERC6 DHX58 IFI6 PARP9 RSAD2 OAS3 ZBP1 LAP3 IFIT2 XAF1
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2008)	cDC	2.26639167780976e-5	0.00175253487055433	0.646458716221705	2.34476254292925	0	35	MAFB OASL IFITM3 IFI44 LY6E PARP14 EIF2AK2 PARP9 PLSCR1 IFI6 TRIM22 ISG15 MX1 PARP12 GBP1 EPSTI1 IFIH1 LAP3 IRF7
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2008)	DNT	2.18207209566204e-5	0.00135712070760394	0.751148100098981	2.77721876257949	0	38	ZBP1 EIF2AK2 MX1 LY6E EPSTI1 ISG15 IFI6 PLSCR1 IFIT3 IFIT3 IFIT3 LAP3 TRIM22 IFIH1 IRF7 HERC5 IFI27 XAF1 OAS1 OAS1 PARP9 PARP14 OASL PARP12 GBP1 IFIT2 IFI35 MT2A OAS2 OAS2
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2008)	gammadeltaT	1.8576311487591e-5	9.7499112851151e-4	0.77981120365902	2.65824337190685	0	31	OASL IFI44L LY6E EPSTI1 HERC5 XAF1 EIF2AK2 IFIT2 ZBP1 IFIH1 IFI6 MX1 IRF7 PARP12 MT2A TRIM22 ISG15 IFI35 LAP3 OAS2 OAS2 PLSCR1
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2008)	MAIT	2.888156152976e-4	0.00600262304928222	0.563022756176172	2.02031839007306	11	33	IFI44L ZBP1 EIF2AK2 HERC5 LY6E MX1 IFI6 IFI44 OASL MT2A PLSCR1 XAF1 IRF7 TRIM22 EPSTI1 ISG15 IFIH1 PARP12
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2008)	Mono_Classical	2.34730763813905e-5	0.00214940177576047	0.674959749408877	2.68466363180073	0	52	MAFB IFI27 IFITM3 EPSTI1 IFI44 EIF2AK2 MT2A LGALS3BP HES4 SCO2 OASL PARP14 TRIM22 LY6E IFI6 IFI44L PARP12 IFIT3 IFIT3 IFIT3 ISG15 PARP9 GBP1 ZBP1 SERPING1 MX1 IFIT2 PLSCR1 OAS3 RSAD2 LAP3 FBXO6 RTP4
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2008)	Mono_NonClassical	5.89205750648126e-5	0.0196598318799591	0.544354471003158	2.06709882779726	2	48	IFI27 LGALS3BP IFITM3 IFI44 SCO2 EIF2AK2 MT2A LY6E OASL ZBP1 IFIT3 IFIT3 IFIT3 PARP14 IFIT2 IFIT1 IFI44L MAFB IFI6 LAP3 EPSTI1 ISG15 HES4 PARP12 OAS3 MX1 GBP1
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2008)	NK_CD16hi	2.89293256574189e-5	0.00310851363865162	0.73523088405797	2.96396125182354	0	47	HES4 IFIT3 IFIT3 IFIT3 IFIH1 LY6E IFIT2 ZBP1 OASL IFI44 EIF2AK2 OAS3 HERC5 LAP3 IFI44L IFI6 PLSCR1 MX1 RSAD2 EPSTI1 ISG15 GBP1 MT2A HERC6 IRF7 IFI27 PARP14 PARP9 OAS1 OAS1 PARP12
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2008)	NK_CD56hiCD16lo	2.65188681747063e-5	0.0056195467120664	0.77194509320563	2.7052430925625	0	28	ZBP1 LY6E EIF2AK2 OASL PARP14 MX1 IFI6 PLSCR1 MT2A HERC5 IFI44L XAF1 ISG15 IRF7
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2008)	NK_CD56loCD16lo	2.33989283290825e-5	0.00142441467045608	0.806449153485243	2.82666933046282	0	30	LY6E EPSTI1 IFI6 MT2A LAP3 EIF2AK2 PLSCR1 MX1 ISG15 IFI27 PARP9 ZBP1 PARP14 HERC5 XAF1 IRF7 PARP12 TRIM22 SAMD9L IFI35 OAS2 OAS2
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2008)	pDC	1.10195266011372e-4	0.00653658282476548	0.666806667589043	2.10869904817205	4	21	LY6E MX1 EIF2AK2 HERC5 ISG15 LAP3 IFI44L PLSCR1 IFITM3 BST2
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2008)	Platelets	0.00111994026985227	0.0245129783554401	0.638560702806076	2.01289509311685	41	17	IFITM3 IFI27 PLSCR1 IFI6 LY6E MAFB EPSTI1
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2008)	Treg	2.33677618357714e-5	0.00115240611906339	0.771721803840457	2.82404508018925	0	37	MT2A HERC5 EIF2AK2 IFI27 LY6E IFI44 MX1 LAP3 ISG15 OAS3 EPSTI1 PLSCR1 IFI6 OASL LGALS3BP IFI35 IRF7 PARP9 ZBP1 TRIM22 OAS1 OAS1 OAS2 OAS2
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	gated Plasmablast	1.14782009832992e-4	0.00778222026667687	0.742107441951066	2.08974141219626	5	15	MX1 STAT1 PARP14 EIF2AK2 CD38 HERC5 ISG15 IRF7
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	gated Treg	2.07391430586088e-5	7.7150610951469e-4	0.650831717706759	2.2096414970864	0	28	EIF2AK2 HERC5 IFI6 PARP12 ISG15 TRIM22 SAMD9 MX1 IFI44 MX2 OAS1 OASL PARP9 UBE2L6 IRF7 XAF1
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	B_Mem	5.70787115432181e-5	0.00148341229221763	0.714682341410762	2.09227761582363	2	17	HERC5 EIF2AK2 IFIH1 MX1 STAT1 PARP14 EPSTI1 TRIM22 MARCKS XAF1 IRF7 PARP12
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	B_Naive	6.28587045640886e-4	0.00901860099285702	0.514903957902904	1.92936524901118	22	36	HERC5 IFIH1 IFI44L EIF2AK2 TDRD7 PARP14 EPSTI1 OAS3 TRIM22 PLSCR1 DDX60L MX1 IFIT2 FBXO6 PNPT1 STAT1 MARCKS XAF1 IFI6 PARP9
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	CD4_Mem	2.49176333785542e-4	0.00888193060751691	0.500362731396529	1.98588902388288	8	45	HERC5 PLSCR1 IFIT3 IFI27 EIF2AK2 CMPK2 IFI44 IFIT2 MX1 IFI44L CD38 OASL ISG15 IFI6 RTP4 TRIM22 EPSTI1 LGALS3BP PARP12 DHX58 OAS3 MX2 PARP9 JUN XAF1 PARP14 OAS1 IFIH1 KLHDC7B IRF7 FBXO6 HERC6
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	CD4_Naive	5.67408079891058e-5	0.00271847751708999	0.540986297599653	2.11558185394563	1	44	HERC5 CMPK2 TRIM22 IFI44 EIF2AK2 IFI44L PLSCR1 MX1 PARP9 FBXO6 JUN IFI27 IFI6 ISG15 HERC6 LGALS3BP IFIH1 RSAD2 IFIT3 RTP4 MX2 KLHDC7B IFIT2 OAS1 XAF1 PARP14 DHX58 EPSTI1 DDX60
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	CD8_Mem	2.62818996557071e-5	0.00206366393748852	0.623120141090711	2.45976732711818	0	45	HERC5 CD38 EIF2AK2 CMPK2 OASL IFI44 MX1 IFIT2 ISG15 IFI6 IFIT3 RSAD2 IFI44L MX2 IFIH1 LGALS3BP IFI27 PLSCR1 PARP14 EPSTI1 JUN PARP9 OAS1 HERC6 XAF1 OAS3 TRIM22 IRF7
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	CD8_Naive	6.7055755619024e-4	0.010934700466552	0.497616663934071	1.88581691834517	26	41	HERC5 MX1 TRIM22 IFI44L PLSCR1 IFI44 LGALS3BP EIF2AK2 ISG15 HERC6 DHX58 IFI6 MX2 CMPK2 JUN PARP9 RSAD2 OAS3 IFIT2 XAF1 KLHDC7B
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	cDC	2.25937641211026e-5	0.00175253487055433	0.6478572987995	2.29730191292567	0	32	OASL IFI44 STAT1 PARP14 EIF2AK2 PARP9 PLSCR1 IFI6 TRIM22 ISG15 MX1 CMPK2 PARP12 GBP1 EPSTI1 IFIH1 IRF7 CD38 XAF1 SAMD9L OAS3 FBXO6
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	DNT	2.1658616880726e-5	0.00135712070760394	0.679379904308505	2.43091262560742	0	33	EIF2AK2 MX1 EPSTI1 ISG15 IFI6 PLSCR1 JUN IFIT3 TRIM22 IFIH1 MX2 IRF7 HERC5 IFI27 XAF1 OAS1 PARP9 PARP14 OASL PARP12 GBP1 IFIT2 OAS2 SAMD9 DDX60L PNPT1
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	gammadeltaT	1.8607420639351e-5	9.7499112851151e-4	0.778303343272622	2.58867128840542	0	28	JUN OASL IFI44L EPSTI1 HERC5 XAF1 EIF2AK2 IFIT2 IFIH1 IFI6 MX1 IRF7 PARP12 TRIM22 ISG15 MX2 SAMD9 OAS2 PLSCR1
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	MAIT	0.00102826534028409	0.0161792032355434	0.546896385710055	1.91514559623686	42	30	JUN IFI44L EIF2AK2 HERC5 MX1 IFI6 IFI44 OASL PLSCR1 XAF1 SAMD9 IRF7 TRIM22 EPSTI1 ISG15 IFIH1 PARP12 MX2
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	Mono_Classical	2.35072872590503e-5	0.00214940177576047	0.60061320655714	2.40699985197321	0	54	RGL1 IFI27 EPSTI1 IFI44 EIF2AK2 LGALS3BP OASL PARP14 TRIM22 KLHDC7B IFI6 IFI44L PARP12 IFIT3 JUN ISG15 PNPT1 STAT1 PARP9 GBP1 SIGLEC1 CMPK2 SERPING1 MX1 IFIT2 C3AR1 PLSCR1 OAS3 RSAD2 FBXO6 RTP4 CD38 HERC5 TDRD7
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	Mono_NonClassical	1.56908894772972e-4	0.0261873929024579	0.522826469529688	1.95902821394657	7	45	IFI27 LGALS3BP IFI44 EIF2AK2 OASL IFIT3 PARP14 IFIT2 IFIT1 IFI44L IFI6 EPSTI1 ISG15 TDRD7 STAT1 MARCKS PARP12 PNPT1 OAS3 MX1 GBP1 CMPK2
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	NK_CD16hi	2.8735632183908e-5	0.00310851363865162	0.671986648150124	2.68282811471047	0	45	IFIT3 IFIH1 IFIT2 OASL IFI44 JUN EIF2AK2 OAS3 HERC5 IFI44L IFI6 PLSCR1 CMPK2 MX1 CD38 RSAD2 MX2 EPSTI1 ISG15 GBP1 HERC6 IRF7 IFI27 PARP14 PARP9 OAS1 PARP12
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	NK_CD56hiCD16lo	2.61342253815597e-5	0.0056195467120664	0.740324415314968	2.49096879789772	0	24	EIF2AK2 OASL PARP14 MX1 IFI6 PLSCR1 SAMD9 HERC5 IFI44L XAF1 ISG15 IRF7 JUN EPSTI1 TRIM22
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	NK_CD56loCD16lo	2.32174781175269e-5	0.00142441467045608	0.810424909344689	2.7938471226024	0	28	EPSTI1 IFI6 EIF2AK2 PLSCR1 JUN MX1 ISG15 IFI27 MX2 PARP9 CD38 PARP14 HERC5 XAF1 IRF7 PARP12 TRIM22 SAMD9L OAS2 SAMD9 PNPT1 FBXO6
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	pDC	5.27797325826883e-4	0.0188705619233995	0.64323585407103	2.00895602309673	23	20	MX1 EIF2AK2 HERC5 ISG15 CD38 IFI44L PLSCR1 STAT1 MX2 PNPT1
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	Platelets	0.00234654151778572	0.047936491006194	0.612899564588933	1.93200508692934	87	17	IFI27 PLSCR1 NEXN IFI6
